Record_ID,Date,Year,Month,Season,Country,City,Latitude,Longitude,Population_Density_per_km2,Green_Cover_Pct,AQI,AQI_Category,Pollution_Alert_Level,PM2_5_ugm3,PM10_ugm3,NO2_ugm3,SO2_ugm3,CO_mgm3,O3_ugm3,VOC_ugm3,NH3_ugm3,Lead_Pb_ugm3,Benzene_ugm3,Formaldehyde_ugm3,Black_Carbon_ugm3,Temperature_C,Humidity_Pct,Wind_Speed_kmh,Wind_Direction,Atmospheric_Pressure_hPa,Visibility_km,Weather_Condition,Primary_Pollution_Source,Industry_Nearby,Traffic_Density,Health_Effects,Associated_Diseases,Respiratory_Risk_Index,Cardiovascular_Risk_Index,Cancer_Risk_Index,Daily_Mortality_Risk,Exceeds_WHO_PM25_Standard,WHO_PM25_Guideline_ugm3
GAP-03170,2015-03-08,2015,3,Spring,Brazil,Manaus,-15.4033,104.6742,42480,43.5,101,Unhealthy for Sensitive Groups,Watch,59.74,132.12,122.46,6.89,0.72,31.26,132.14,45.47,0.2649,2.92,22.55,24.56,33.3,84.9,27.0,N,964.9,8.74,Hazy,Power Plants (Coal),Yes,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",20.2,16.8,1.127,Moderate,Yes,15
GAP-03171,2024-10-26,2024,10,Autumn,Vietnam,Da Nang,10.9102,126.9475,19742,11.4,214,Very Unhealthy,Emergency,139.37,295.49,79.79,1.7,8.47,81.78,277.61,63.25,0.8849,3.102,36.44,18.01,-13.6,77.0,29.2,E,1022.0,7.33,Sunny,Agricultural Burning,Yes,High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",42.8,35.7,2.654,High,Yes,15
GAP-03172,2024-04-09,2024,4,Spring,UK,Birmingham,57.9754,-99.0059,11826,23.9,59,Moderate,Advisory,24.7,61.73,62.31,11.26,3.3,74.03,82.95,30.87,1.1494,3.19,42.69,18.8,33.5,46.8,12.4,E,1002.6,9.26,Sunny,Chemical Plants,No,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,11.8,9.8,3.312,Low,Yes,15
GAP-03173,2016-06-11,2016,6,Summer,USA,Chicago,22.1783,27.4344,11247,37.5,156,Unhealthy,Warning,104.3,241.96,151.42,8.65,7.33,108.91,42.37,62.13,0.4687,12.45,18.41,2.99,16.5,37.0,3.0,SE,975.9,8.05,Smoggy,Steel Manufacturing,No,Low,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",31.2,26.0,1.928,Moderate,Yes,15
GAP-03174,2015-10-04,2015,10,Autumn,Canada,Montreal,19.0335,44.1205,10015,26.5,104,Unhealthy for Sensitive Groups,Watch,45.76,111.62,68.52,6.24,6.02,142.73,140.84,56.75,0.083,11.051,19.51,22.58,20.5,73.8,6.7,W,995.0,8.7,Cloudy,Volcanic Activity,Yes,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",20.8,17.3,1.109,Moderate,Yes,15
GAP-03175,2022-10-29,2022,10,Autumn,Vietnam,Hanoi,62.0661,92.5284,15493,32.7,178,Unhealthy,Warning,75.49,138.01,168.09,60.67,8.45,141.67,65.46,51.07,0.9574,13.121,29.93,7.03,39.9,95.9,24.3,S,995.5,7.78,Windy,Biomass Burning,No,Very High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",35.6,29.7,3.169,Moderate,Yes,15
GAP-03176,2019-05-23,2019,5,Spring,South Africa,Durban,41.4026,-5.6625,40817,54.0,171,Unhealthy,Warning,102.37,169.41,134.11,25.33,1.5,112.54,227.32,12.12,1.3487,2.643,37.22,29.69,-9.4,28.7,16.5,N,1019.0,7.86,Windy,Chemical Plants,No,Very High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",34.2,28.5,3.574,Moderate,Yes,15
GAP-03177,2017-02-28,2017,2,Winter,Turkey,Bursa,38.6779,83.6495,23844,51.8,144,Unhealthy for Sensitive Groups,Watch,79.54,170.97,98.84,57.05,1.82,77.35,17.73,54.04,1.1358,13.381,47.78,28.0,1.2,31.4,1.4,SE,1000.2,8.2,Rainy,Vehicle Emissions,No,Medium,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",28.8,24.0,3.896,Moderate,Yes,15
GAP-03178,2015-07-27,2015,7,Summer,Mexico,Mexico City,52.2677,-23.5395,14398,8.0,68,Moderate,Advisory,41.54,97.09,3.2,25.09,3.09,153.62,15.6,64.76,0.2126,11.739,13.91,7.58,14.9,76.6,22.8,N,1039.1,9.15,Cloudy,Biomass Burning,Yes,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,13.6,11.3,1.29,Low,Yes,15
GAP-03179,2016-06-26,2016,6,Summer,Mexico,Puebla,-15.5063,143.979,26147,56.4,181,Unhealthy,Warning,75.25,163.33,32.97,67.69,5.8,105.73,218.43,20.99,0.6199,14.618,45.96,9.06,22.4,93.7,22.9,N,1031.4,7.74,Smoggy,Power Plants (Gas),No,High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",36.2,30.2,2.89,Moderate,Yes,15
GAP-03180,2023-03-20,2023,3,Spring,Colombia,Medellin,45.8763,-110.4019,42208,10.4,36,Good,None,15.26,25.92,30.03,5.53,0.6,70.47,6.54,44.8,0.4252,17.353,2.12,10.85,18.0,30.7,2.5,NW,965.8,9.55,Smoggy,Volcanic Activity,No,High,No significant health effects,None,7.2,6.0,1.76,Low,Yes,15
GAP-03181,2018-08-13,2018,8,Summer,Japan,Fukuoka,12.7294,-9.2335,34323,18.3,138,Unhealthy for Sensitive Groups,Watch,75.07,173.05,27.56,15.21,5.84,171.02,20.39,59.73,0.3089,2.198,20.04,17.7,34.6,65.9,17.5,SW,982.9,8.28,Cloudy,Waste Incineration,No,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",27.6,23.0,1.129,Moderate,Yes,15
GAP-03182,2020-04-10,2020,4,Spring,Nigeria,Onitsha,-43.24,-20.821,31148,25.3,402,Hazardous,Hazardous Emergency,226.86,495.19,326.57,46.89,27.27,76.37,534.75,32.4,0.0586,14.785,46.05,8.02,17.5,81.1,11.6,W,982.9,4.97,Clear,Shipping Ports,Yes,Low,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",80.4,67.0,1.777,Very High,Yes,15
GAP-03183,2018-10-14,2018,10,Autumn,Mexico,Puebla,29.5181,116.1615,15826,12.0,94,Moderate,Advisory,55.45,132.32,124.4,44.09,5.41,126.62,7.26,43.15,0.9959,8.318,19.55,16.5,39.4,33.0,14.3,W,1012.2,8.82,Clear,Volcanic Activity,Yes,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,18.8,15.7,2.799,Low,Yes,15
GAP-03184,2019-08-26,2019,8,Summer,Russia,Moscow,-20.89,89.9007,35076,46.5,224,Very Unhealthy,Emergency,108.37,246.48,28.05,48.44,4.56,148.84,254.31,67.51,0.9777,15.927,22.22,20.5,-13.1,87.5,24.1,W,1029.3,7.2,Cloudy,Waste Incineration,No,High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",44.8,37.3,3.196,High,Yes,15
GAP-03185,2024-12-31,2024,12,Winter,Bangladesh,Chittagong,-52.4249,-70.5885,42887,53.9,85,Moderate,Advisory,36.82,55.78,35.81,4.6,5.13,92.37,33.78,48.56,0.1065,14.55,25.32,0.69,4.2,76.0,7.0,S,1037.0,8.94,Sunny,Mining Operations,No,Low,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,17.0,14.2,1.447,Low,Yes,15
GAP-03186,2015-01-21,2015,1,Winter,Argentina,Cordoba,-37.5391,93.9688,36654,1.9,184,Unhealthy,Warning,82.22,168.72,236.82,12.79,12.07,23.98,27.08,50.62,0.8622,6.95,26.9,22.77,31.4,11.1,3.2,E,960.3,7.7,Hazy,Construction Dust,Yes,Very High,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",36.8,30.7,2.61,Moderate,Yes,15
GAP-03187,2024-05-19,2024,5,Spring,China,Guangzhou,-46.5785,128.0553,9831,8.3,201,Very Unhealthy,Emergency,129.9,203.47,240.27,96.34,10.71,114.77,183.44,65.8,0.8306,6.742,48.54,1.93,24.9,61.5,22.6,SW,1011.4,7.49,Sunny,Garbage Burning,Yes,Low,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",40.2,33.5,2.969,High,Yes,15
GAP-03188,2019-07-31,2019,7,Summer,China,Guangzhou,11.3775,-28.9272,48001,38.2,382,Hazardous,Hazardous Emergency,161.64,312.56,191.17,29.93,23.62,141.85,271.03,42.27,0.6552,11.065,36.76,26.34,20.5,21.1,27.1,SE,989.8,5.22,Foggy,Industrial Factories,No,High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",76.4,63.7,2.599,Very High,Yes,15
GAP-03189,2020-09-30,2020,9,Autumn,Argentina,Buenos Aires,52.601,114.5518,30258,55.2,48,Good,None,27.8,50.56,16.63,23.88,3.6,112.84,24.11,69.07,1.1054,12.357,45.46,13.64,0.3,95.1,30.2,W,1033.0,9.4,Smoggy,Industrial Factories,Yes,Low,No significant health effects,None,9.6,8.0,3.738,Low,Yes,15
GAP-03190,2021-01-23,2021,1,Winter,Vietnam,Hanoi,40.8823,70.5569,49015,19.0,189,Unhealthy,Warning,111.05,230.71,10.24,51.05,0.72,86.68,17.46,36.97,0.4578,15.501,24.22,15.61,39.2,52.4,5.9,SE,969.0,7.64,Rainy,Vehicle Emissions,No,Low,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",37.8,31.5,2.175,Moderate,Yes,15
GAP-03191,2015-02-19,2015,2,Winter,Germany,Frankfurt,19.1427,49.7926,47683,42.9,35,Good,None,16.11,31.4,5.13,3.05,2.39,102.0,42.0,27.11,0.5628,17.181,33.03,20.51,23.3,57.6,34.7,W,1031.5,9.56,Sunny,Power Plants (Coal),No,Very High,No significant health effects,None,7.0,5.8,2.645,Low,Yes,15
GAP-03192,2018-10-10,2018,10,Autumn,Bangladesh,Gazipur,-33.6023,-109.944,2318,49.2,327,Hazardous,Hazardous Emergency,135.9,306.54,11.74,70.46,22.18,67.86,289.2,25.33,0.2693,14.627,10.63,2.63,11.1,72.4,20.5,E,979.6,5.91,Rainy,Sandstorm/Dust Storm,No,Low,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",65.4,54.5,1.483,Very High,Yes,15
GAP-03193,2021-11-01,2021,11,Autumn,Russia,Yekaterinburg,65.0241,133.1115,10784,48.9,119,Unhealthy for Sensitive Groups,Watch,81.57,148.89,126.16,51.99,4.21,48.03,25.76,12.12,1.1956,7.75,34.83,16.39,8.7,20.9,12.0,S,1027.2,8.51,Smoggy,Volcanic Activity,Yes,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",23.8,19.8,3.475,Moderate,Yes,15
GAP-03194,2020-03-15,2020,3,Spring,Argentina,Buenos Aires,31.2658,-24.1639,24476,15.2,123,Unhealthy for Sensitive Groups,Watch,72.95,150.47,108.37,3.88,8.6,13.56,4.53,18.87,1.4903,1.543,43.79,5.19,-8.5,78.5,29.7,SE,1023.4,8.46,Windy,Waste Incineration,No,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",24.6,20.5,3.934,Moderate,Yes,15
GAP-03195,2021-06-05,2021,6,Summer,South Korea,Seoul,40.6683,-80.4042,3672,2.6,65,Moderate,Advisory,41.27,72.66,39.59,20.67,4.71,15.71,51.37,74.95,0.3835,2.335,30.04,4.99,37.7,73.6,4.7,SW,1006.2,9.19,Clear,Garbage Burning,Yes,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,13.0,10.8,1.485,Low,Yes,15
GAP-03196,2021-07-22,2021,7,Summer,Colombia,Medellin,52.7611,80.4032,38685,23.9,108,Unhealthy for Sensitive Groups,Watch,69.04,130.24,7.29,29.41,6.86,28.42,7.42,64.91,0.4014,7.35,4.81,3.35,21.9,58.6,10.6,N,996.2,8.65,Foggy,Agricultural Burning,No,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",21.6,18.0,1.266,Moderate,Yes,15
GAP-03197,2018-01-12,2018,1,Winter,Poland,Lodz,17.502,-0.8992,32144,43.0,8,Good,None,3.44,6.64,9.13,0.98,0.53,28.7,1.06,73.16,0.2438,9.329,16.63,4.86,22.9,94.8,23.2,E,988.3,9.9,Smoggy,Industrial Factories,Yes,Low,No significant health effects,None,1.6,1.3,1.287,Low,No,15
GAP-03198,2021-09-25,2021,9,Autumn,Argentina,Rosario,-31.3217,-65.541,48469,28.1,93,Moderate,Advisory,57.83,93.6,67.51,39.8,1.48,54.97,92.95,62.03,0.4257,7.262,37.13,8.92,25.0,24.0,14.7,E,1015.1,8.84,Sunny,Chemical Plants,No,Low,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,18.6,15.5,1.957,Low,Yes,15
GAP-03199,2016-09-21,2016,9,Autumn,Indonesia,Bandung,45.4822,-79.2408,3718,42.6,100,Moderate,Advisory,53.99,89.73,105.68,46.58,3.54,114.39,122.76,77.14,1.4538,18.464,40.89,13.06,25.2,77.2,3.7,N,969.3,8.75,Sunny,Residential Heating (Wood/Coal),Yes,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,20.0,16.7,4.649,Moderate,Yes,15
GAP-03200,2020-12-21,2020,12,Winter,Japan,Nagoya,-42.1592,59.1025,38448,25.7,90,Moderate,Advisory,39.65,72.33,97.6,1.71,1.6,172.45,4.51,22.98,0.4893,18.486,42.63,14.07,4.1,93.1,7.0,W,998.1,8.88,Cloudy,Steel Manufacturing,No,High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,18.0,15.0,2.756,Low,Yes,15
GAP-03201,2015-10-01,2015,10,Autumn,Canada,Montreal,-54.2542,-106.5003,27450,31.4,71,Moderate,Advisory,44.85,91.28,35.14,16.04,1.91,35.77,69.4,55.63,1.4568,9.169,49.87,6.02,24.4,97.5,22.6,W,996.2,9.11,Clear,Shipping Ports,Yes,Medium,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,14.2,11.8,4.369,Low,Yes,15
GAP-03202,2024-05-29,2024,5,Spring,South Korea,Busan,-41.4491,102.3043,12287,58.3,102,Unhealthy for Sensitive Groups,Watch,52.43,98.2,95.14,25.61,4.91,166.29,78.81,51.4,0.9599,10.741,33.39,25.11,33.5,15.0,33.3,SW,1027.8,8.72,Cloudy,Volcanic Activity,No,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",20.4,17.0,3.125,Moderate,Yes,15
GAP-03203,2016-10-13,2016,10,Autumn,Turkey,Bursa,-29.2551,-112.5636,32573,47.2,66,Moderate,Advisory,28.04,64.21,3.88,19.91,3.5,42.51,14.43,10.0,1.49,15.126,15.98,10.4,23.9,50.3,9.9,SE,964.6,9.18,Clear,Residential Heating (Wood/Coal),Yes,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,13.2,11.0,4.056,Low,Yes,15
GAP-03204,2019-01-16,2019,1,Winter,Vietnam,Da Nang,-52.9652,122.5353,40474,59.2,245,Very Unhealthy,Emergency,128.45,231.13,31.56,56.39,3.94,21.38,243.88,46.23,1.2398,6.115,7.22,11.12,31.7,31.3,9.3,W,971.8,6.94,Sunny,Pesticide Spraying,No,Medium,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",49.0,40.8,2.93,High,Yes,15
GAP-03205,2018-04-13,2018,4,Spring,Saudi Arabia,Mecca,-39.6236,143.3959,8867,18.4,59,Moderate,Advisory,23.73,40.91,9.94,21.5,0.07,85.03,44.29,62.95,0.784,2.582,21.61,28.07,-0.8,36.4,30.6,SE,1022.9,9.26,Clear,Power Plants (Gas),No,Medium,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,11.8,9.8,2.129,Low,Yes,15
GAP-03206,2017-01-14,2017,1,Winter,Mexico,Puebla,-8.2639,54.2885,48342,16.2,116,Unhealthy for Sensitive Groups,Watch,78.1,182.6,121.06,2.47,3.61,44.32,151.99,54.74,0.1615,7.256,3.93,22.33,10.1,30.6,18.4,SE,963.4,8.55,Cloudy,Power Plants (Coal),No,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",23.2,19.3,0.764,Moderate,Yes,15
GAP-03207,2018-04-22,2018,4,Spring,South Africa,Cape Town,36.9265,-72.4509,47677,3.4,112,Unhealthy for Sensitive Groups,Watch,61.7,133.22,44.37,7.26,0.79,42.88,82.56,19.65,0.6516,0.683,31.56,26.41,-12.1,29.2,11.5,E,983.0,8.6,Windy,Oil Refinery,No,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",22.4,18.7,1.969,Moderate,Yes,15
GAP-03208,2019-09-18,2019,9,Autumn,Saudi Arabia,Riyadh,56.9102,118.9331,22245,33.8,104,Unhealthy for Sensitive Groups,Watch,56.73,100.01,43.99,14.09,4.76,99.6,146.6,22.62,0.4794,0.229,15.27,7.9,9.1,53.6,23.6,E,975.4,8.7,Foggy,Residential Heating (Wood/Coal),Yes,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",20.8,17.3,1.276,Moderate,Yes,15
GAP-03209,2016-05-02,2016,5,Spring,Brazil,Belo Horizonte,25.5029,-65.9897,19835,50.7,193,Unhealthy,Warning,83.63,188.69,66.67,36.08,3.73,17.45,212.35,51.82,0.7147,13.519,42.4,18.74,39.4,27.7,31.0,NW,1003.3,7.59,Foggy,Pesticide Spraying,Yes,Medium,Everyone may experience health effects; sensitive groups may experience serious effects,"COPD, Ischemic Heart Disease, Stroke Risk, Lung Irritation",38.6,32.2,2.953,Moderate,Yes,15
GAP-03210,2022-08-14,2022,8,Summer,Brazil,Belo Horizonte,26.2809,46.9968,40502,36.2,253,Very Unhealthy,Emergency,144.63,330.36,39.35,78.33,5.72,156.35,360.66,5.41,1.0867,2.149,42.95,4.17,-3.3,32.1,25.6,N,983.4,6.84,Windy,Industrial Factories,No,High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",50.6,42.2,3.14,High,Yes,15
GAP-03211,2021-01-29,2021,1,Winter,Kenya,Kisumu,48.3507,38.0027,9874,51.8,112,Unhealthy for Sensitive Groups,Watch,48.32,93.7,84.13,1.94,4.65,77.88,81.84,24.96,0.7387,17.649,39.5,18.67,22.6,88.8,17.0,NW,1003.1,8.6,Sunny,Industrial Factories,No,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",22.4,18.7,3.15,Moderate,Yes,15
GAP-03212,2022-11-20,2022,11,Autumn,Turkey,Izmir,-31.8036,80.6415,32531,59.5,121,Unhealthy for Sensitive Groups,Watch,53.46,132.5,87.36,6.75,3.83,22.24,77.65,57.21,0.486,6.331,25.96,15.21,13.0,55.5,2.2,S,997.9,8.49,Sunny,Power Plants (Coal),No,Very High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",24.2,20.2,1.808,Moderate,Yes,15
GAP-03213,2017-04-09,2017,4,Spring,France,Marseille,3.8064,-17.8233,11127,12.4,78,Moderate,Advisory,48.73,92.78,51.22,10.41,3.25,66.36,22.03,11.99,1.4995,6.978,40.34,10.57,22.4,84.0,24.5,NE,965.5,9.03,Rainy,Sandstorm/Dust Storm,Yes,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,15.6,13.0,4.155,Low,Yes,15
GAP-03214,2018-12-15,2018,12,Winter,South Africa,Johannesburg,-9.2596,-48.2678,31031,52.3,62,Moderate,Advisory,40.55,77.77,26.44,4.31,3.16,24.31,7.15,54.84,1.0417,4.062,47.88,23.74,26.2,76.4,14.7,NE,996.5,9.22,Windy,Chemical Plants,No,Low,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,12.4,10.3,3.244,Low,Yes,15
GAP-03215,2016-11-17,2016,11,Autumn,Russia,Yekaterinburg,43.3778,85.4093,6819,7.9,131,Unhealthy for Sensitive Groups,Watch,76.26,165.92,31.74,37.34,4.64,142.92,108.64,34.94,0.7939,9.862,46.79,9.7,-12.8,68.3,21.3,W,1032.8,8.36,Sunny,Sandstorm/Dust Storm,Yes,High,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",26.2,21.8,3.017,Moderate,Yes,15
GAP-03216,2020-11-20,2020,11,Autumn,Saudi Arabia,Jeddah,35.7697,95.0994,37146,38.6,205,Very Unhealthy,Emergency,96.98,148.72,19.86,43.49,1.65,29.03,64.0,39.02,0.888,13.916,24.57,20.11,36.7,42.9,24.2,N,1012.7,7.44,Hazy,Agricultural Burning,Yes,Very High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",41.0,34.2,2.963,High,Yes,15
GAP-03217,2017-09-01,2017,9,Autumn,USA,Chicago,7.6216,-30.6152,41993,43.8,89,Moderate,Advisory,52.86,99.25,52.77,37.36,4.45,13.98,28.93,23.62,0.5489,11.58,18.64,24.84,13.4,54.2,15.2,W,984.8,8.89,Clear,Power Plants (Gas),Yes,Low,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,17.8,14.8,2.05,Low,Yes,15
GAP-03218,2023-04-12,2023,4,Spring,Australia,Brisbane,18.7776,-107.1024,13926,40.2,107,Unhealthy for Sensitive Groups,Watch,43.38,72.42,109.42,20.91,6.48,95.32,7.84,67.84,1.4045,1.577,10.81,21.61,44.8,87.1,3.9,NE,1008.6,8.66,Hazy,Sandstorm/Dust Storm,Yes,Medium,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",21.4,17.8,3.104,Moderate,Yes,15
GAP-03219,2023-10-17,2023,10,Autumn,Kenya,Kisumu,30.125,-98.9241,26545,46.9,102,Unhealthy for Sensitive Groups,Watch,63.09,130.96,69.32,11.57,4.21,31.8,13.49,62.45,1.0147,13.016,46.44,11.73,9.0,46.4,16.6,NE,1001.0,8.72,Sunny,Volcanic Activity,Yes,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",20.4,17.0,3.609,Moderate,Yes,15
GAP-03220,2019-05-09,2019,5,Spring,China,Shenzhen,11.5052,29.7126,49967,15.2,214,Very Unhealthy,Emergency,143.48,249.38,28.98,37.03,7.79,133.22,14.74,11.34,0.6167,1.991,47.82,15.57,7.6,96.2,22.8,N,1001.3,7.33,Foggy,Power Plants (Gas),Yes,Very High,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",42.8,35.7,2.289,High,Yes,15
GAP-03221,2023-09-28,2023,9,Autumn,Brazil,Belo Horizonte,55.5236,-16.1242,17313,37.2,98,Moderate,Advisory,55.37,128.74,85.01,45.34,5.18,84.14,32.76,1.83,0.1365,3.875,11.21,22.39,8.2,38.6,2.3,E,1003.1,8.78,Rainy,Biomass Burning,Yes,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,19.6,16.3,0.691,Low,Yes,15
GAP-03222,2022-12-03,2022,12,Winter,Brazil,Manaus,-25.9497,56.4529,37199,40.0,129,Unhealthy for Sensitive Groups,Watch,73.0,173.36,138.4,18.53,9.25,138.02,5.52,15.52,1.2839,12.953,13.28,5.56,-6.2,38.0,31.5,W,988.2,8.39,Rainy,Mining Operations,No,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",25.8,21.5,3.481,Moderate,Yes,15
GAP-03223,2015-07-01,2015,7,Summer,Poland,Lodz,-35.502,-33.0726,45826,21.7,63,Moderate,Advisory,42.24,97.03,14.5,19.34,3.11,156.55,61.14,12.12,0.3884,12.788,45.64,26.8,6.6,83.1,18.1,W,997.1,9.21,Hazy,Garbage Burning,No,Very High,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,12.6,10.5,2.329,Low,Yes,15
GAP-03224,2023-10-12,2023,10,Autumn,Kenya,Kisumu,17.2503,105.1573,9915,59.0,2,Good,None,0.99,2.04,2.46,0.7,0.09,157.4,1.03,16.63,1.121,1.27,21.5,8.97,43.3,43.2,23.4,SE,981.5,9.97,Sunny,Construction Dust,No,High,No significant health effects,None,0.4,0.3,2.736,Low,No,15
GAP-03225,2019-12-17,2019,12,Winter,China,Chongqing,-29.5343,-15.4533,7168,50.9,263,Very Unhealthy,Emergency,166.56,256.22,323.78,27.56,15.72,21.43,133.45,51.05,0.9886,14.006,17.87,20.15,10.7,59.8,19.4,SE,973.5,6.71,Cloudy,Power Plants (Gas),Yes,Medium,Health alert: serious health effects for everyone; emergency conditions for sensitive groups,"Lung Cancer Risk, Heart Attack, Arrhythmia, Premature Death Risk",52.6,43.8,3.035,High,Yes,15
GAP-03226,2018-10-25,2018,10,Autumn,France,Marseille,-1.6343,103.7532,40276,54.6,33,Good,None,18.63,28.36,33.65,14.25,0.38,162.43,42.24,43.84,0.4128,4.229,24.71,15.46,24.1,80.5,32.7,N,1023.7,9.59,Smoggy,Chemical Plants,No,Low,No significant health effects,None,6.6,5.5,1.531,Low,Yes,15
GAP-03227,2020-11-19,2020,11,Autumn,Bangladesh,Dhaka,68.2145,-105.744,34250,55.7,381,Hazardous,Hazardous Emergency,222.58,408.48,94.99,162.3,28.15,12.83,59.78,40.45,0.5072,15.665,32.89,2.52,17.7,39.6,33.8,NW,998.0,5.24,Windy,Pesticide Spraying,Yes,High,Health emergency: everyone is affected; life-threatening for sensitive groups,"Severe COPD, Heart Failure, Lung Cancer, Neurological Damage, Premature Death",76.2,63.5,2.455,Very High,Yes,15
GAP-03228,2018-06-28,2018,6,Summer,Germany,Berlin,-19.9768,-91.9717,37084,13.6,123,Unhealthy for Sensitive Groups,Watch,82.2,139.79,132.41,15.34,0.4,98.59,132.05,16.56,0.1066,11.114,7.81,5.94,27.2,63.9,33.2,SW,985.9,8.46,Cloudy,Volcanic Activity,Yes,Low,"Children, elderly, and people with lung/heart disease may experience health effects","Asthma, Bronchitis, Allergic Rhinitis",24.6,20.5,0.925,Moderate,Yes,15
GAP-03229,2018-06-17,2018,6,Summer,UK,London,66.4463,1.3763,1414,51.3,80,Moderate,Advisory,52.87,124.25,18.9,27.92,4.2,77.45,20.05,11.44,1.1095,4.482,30.37,26.04,20.6,95.7,22.8,NW,985.2,9.0,Rainy,Industrial Factories,Yes,Medium,Unusually sensitive people may experience minor respiratory symptoms,Mild asthma exacerbation,16.0,13.3,3.05,Low,Yes,15
